Date,Text,Tokens
04/2024,1. Bukanagara 2. Fore 3. Point,"['bukanagara', 'fore', 'point']"
04/2024,"Fore, tuku, kopken, Ya ga @xlovelizzie","['fore', 'tuku', 'kopken', 'ya', 'ga']"
04/2024,"belum coba semuanya sih, tp fore jawabanku","['belum', 'coba', 'semuanya', 'sih', 'tp', 'fore', 'jawabanku']"
04/2024,KOPI KENANGAN tuh rasanya beda dari yang lain bikin nagih. Sisanya enak juga cuman kurang ciri khas menurutku,"['kopi', 'kenangan', 'tuh', 'rasanya', 'beda', 'dari', 'yang', 'lain', 'bikin', 'nagih', 'sisanya', 'enak', 'juga', 'cuman', 'kurang', 'ciri', 'khas', 'menurutku']"
04/2024,ARABICA DAN FORE!!!!!!,"['arabica', 'dan', 'fore']"
04/2024,kopsus sahabat janjiw sama butterscoth sea salt latte fore,"['kopsus', 'sahabat', 'janjiw', 'sama', 'butterscoth', 'sea', 'salt', 'latte', 'fore']"
04/2024,Fore tapi mahal bagi anak kos-kosan,"['fore', 'tapi', 'mahal', 'bagi', 'anak', 'kos', 'kosan']"
04/2024,akhir akhir ini gua lagi suka fore,"['akhir', 'akhir', 'ini', 'gua', 'lagi', 'suka', 'fore']"
04/2024,"fore (abis gajian), tuku (pas deket), point (pas hemat)","['fore', 'abis', 'gajian', 'tuku', 'pas', 'deket', 'point', 'pas', 'hemat']"
04/2024,1. Tuku 2. Fore sisanya kurang pas di lidah gw,"['tuku', 'fore', 'sisanya', 'kurang', 'pas', 'di', 'lidah', 'gw']"
04/2024,1. Point coffee (pandan coffee) 2. Kenangan (Oatside Kenangan less sugar),"['point', 'coffee', 'pandan', 'coffee', 'kenangan', 'oatside', 'kenangan', 'sugar']"
04/2024,Hadeh siang2 gini jd pengen beli fore,"['hadeh', 'gini', 'jd', 'pengen', 'beli', 'fore']"
04/2024,"Arah, kopken, tuku, fore <3","['arah', 'kopken', 'tuku', 'fore']"
04/2024,"fore, tomoro, point, janjiw","['fore', 'tomoro', 'point', 'janjiw']"
04/2024,FORE sejauh ini paling konsisten POINT fav sblm nyoba fore. prnh dpt zonk < 3 kali FAMI enak cm yaudah JANJIW kdg ad hint aneh di minumanny KOPKEN kdg ga konsisten strong/ngga kopiny pernah nyoba bnyk tp diantara smwny paling sering minum yg 5 itu,"['fore', 'sejauh', 'ini', 'pale', 'konsisten', 'point', 'fav', 'sblm', 'nyoba', 'fore', 'prnh', 'dpt', 'zonk', 'kali', 'fami', 'enak', 'cm', 'yaudah', 'janjiw', 'kdg', 'ad', 'hint', 'aneh', 'di', 'minumanny', 'kopken', 'kdg', 'ga', 'konsisten', 'strong', 'ngga', 'kopiny', 'pernah', 'nyoba', 'bnyk', 'tp', 'diantara', 'smwny', 'pale', 'sere', 'minum', 'yg', 'itu']"
04/2024,"Fore(takarannya pas semua ga perlu pesen less sugar), tuku(kalo ga pesen less bakal muanis bgt), kopken & janji(ini klo lagi pgn kopi yg strong).","['pas', 'semua', 'ga', 'perlu', 'pesen', 'sugar', 'ga', 'pesen', 'bakal', 'muanis', 'bgt', 'kopken', 'klo', 'lagi', 'pgn', 'kopi', 'yg', 'strong']"
04/2024,"kopi tuku, fore, kopken, point","['kopi', 'tuku', 'fore', 'kopken', 'point']"
04/2024,Kopi susu jatuh ke tuku Rasa lain jatuh ke fore Klo americano gw naksir bgt sama tomoro,"['kopi', 'susu', 'jatuh', 'ke', 'tuku', 'rasa', 'lain', 'jatuh', 'ke', 'fore', 'klo', 'americano', 'gw', 'naksir', 'bgt', 'sama', 'tomoro']"
04/2024,"fami tuku fore point, makmur djaya si ga ketinggalan","['fami', 'tuku', 'fore', 'point', 'makmur', 'djaya', 'si', 'ga', 'ketinggalan']"
04/2024,kalo strong janjiw kopken kulo tuku. kalo yg enak fore point. yaallah kangen ngopi yaallah,"['kalo', 'strong', 'janjiw', 'kopken', 'kulo', 'tuku', 'kalo', 'yg', 'enak', 'fore', 'point', 'yaallah', 'kangen', 'ngopi', 'yaallah']"
04/2024,"Fore, tuku, calf","['fore', 'tuku', 'calf']"
04/2024,fore tomoro janjiw kenangan disini gaada tuku,"['fore', 'tomoro', 'janjiw', 'kenangan', 'disini', 'gaada', 'tuku']"
04/2024,"fore, titik koma, tuku","['fore', 'titik', 'koma', 'tuku']"
04/2024,"Fore! Nampol pisan. Padahal gw minum kopi dukun alias kopi tubruk yg item pekat gitel, malah turu tp fore cespleng bikin besoknya jg masih melek","['fore', 'nampol', 'pisan', 'padahal', 'gw', 'minum', 'kopi', 'dukun', 'alias', 'kopi', 'tubruk', 'yg', 'item', 'pekat', 'gitel', 'malah', 'turu', 'tp', 'fore', 'cespleng', 'bikin', 'besoknya', 'jg', 'masih', 'melek']"
04/2024,Arah dan fore,"['arah', 'dan', 'fore']"
04/2024,Kalo menilai berdasar property 1. Tuku 2. Point 3. Kenangan 4. Fami 5. Fore,"['kalo', 'menilai', 'berdasar', 'property', 'tuku', 'point', 'kenangan', 'fami', 'fore']"
04/2024,"1. fore 2. tomoro 3.kulo 4. kopken 5. janjiw harusnya top 3 ada sb, tp still boikot","['fore', 'tomoro', 'kopken', 'janjiw', 'harusnya', 'ada', 'sb', 'tp', 'boikot']"
04/2024,Dulu sih fore,"['dulu', 'sih', 'fore']"
04/2024,1. tuku 2. fore 3. kopkenn 4. fami cafe 5. tomoro tuku enak tp kalo minum lamgsung bikin gemeter,"['tuku', 'fore', 'kopkenn', 'fami', 'cafe', 'tomoro', 'tuku', 'enak', 'tp', 'kalo', 'minum', 'lamgsung', 'bikin', 'gemeter']"
04/2024,"Fore, kopken, janjiw, point","['fore', 'kopken', 'janjiw', 'point']"
04/2024,Kopi saku Point Coffee + es batu,"['kopi', 'saku', 'point', 'coffee', 'es', 'batu']"
04/2024,"Kopken tuh comfort bgt, klo fore enakk, aku dh nyobain tuku tp kt ku overcreamy","['kopken', 'tuh', 'comfort', 'bgt', 'klo', 'fore', 'enakk', 'aku', 'dh', 'nyobain', 'tuku', 'tp', 'kt', 'ku', 'overcreamy']"
04/2024,"kl dr creamynya ak suka tikom, tuku, trs fore","['kl', 'dr', 'creamynya', 'ak', 'suka', 'tikom', 'tuku', 'trs', 'fore']"
04/2024,FORE terfavorit sepanjang masa,"['fore', 'terfavorit', 'sepanjang', 'masa']"
04/2024,"Best three; Tuku Kulo Fore 3 Ini jg okayy Djournal (di mall2 pengganti sbx, better than sbx imho) Golden black Flash Yang belom dicoba Harlan Holden","['well', 'tuku', 'kulo', 'fore', 'ini', 'jg', 'okayy', 'djournal', 'di', 'pengganti', 'sbx', 'well', 'sbx', 'imho', 'golden', 'black', 'flash', 'yang', 'belom', 'dicoba', 'harlan', 'holden']"
04/2024,"Kopi kenangan (kenangan mantan), Fami cafe (dulce latte)","['kopi', 'kenangan', 'kenangan', 'mantan', 'fami', 'cafe', 'dulce', 'latte']"
04/2024,"Kopi kenangan, fami cafe, semenjak ada kopi2 ini. Njuk aku meh takon karo starbucks, heyy kowe ki ngopo e? Meh cepet sugih ra ngono carane.","['kopi', 'kenangan', 'fami', 'cafe', 'semenjak', 'ada', 'ini', 'njuk', 'aku', 'meh', 'takon', 'karo', 'starbuck', 'heyy', 'kowe', 'ki', 'ngopo', 'e', 'meh', 'cepet', 'sugih', 'ra', 'ngono', 'carane']"
04/2024,"Aku suka kopi susu yg gak strong, creamy manis alias lebih ke susu kopi jd aku suka bgtt Golden Black Coffee. Aman pula di perut yg bermasalah sm lambung. Fore jg enak yg Praline tp msh strong. Kulo kopi susu keju enak. Kopi nako durian enak. Kopisoe butterscotch jg enak.","['aku', 'suka', 'kopi', 'susu', 'yg', 'gak', 'strong', 'creamy', 'manis', 'alias', 'lebih', 'ke', 'susu', 'kopi', 'jd', 'aku', 'suka', 'bgtt', 'golden', 'black', 'coffee', 'aman', 'pula', 'di', 'perut', 'yg', 'bermasalah', 'sm', 'lambung', 'fore', 'jg', 'enak', 'yg', 'praline', 'tp', 'msh', 'strong', 'kulo', 'kopi', 'susu', 'keju', 'enak', 'kopi', 'nako', 'durian', 'enak', 'kopisoe', 'butterscotch', 'jg', 'enak']"
04/2024,"Fore, janjiw, soe, famima","['fore', 'janjiw', 'soe', 'famima']"
04/2024,"01. Kopi kenangan my favsss! semua menu kopinya gaada yang gagal <3 02. Fore, enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk 03. Point, famima – enak!! tapi famima suka ga konsisten rasanya kl beda outlet 04. Tomoro – caramel macchiatonya bezzztt <3","['kopi', 'kenangan', 'favsss', 'semua', 'menu', 'kopinya', 'gaada', 'yang', 'gagal', 'fore', 'enak', 'bgtbgt', 'tapi', 'harganya', 'lbh', 'pricey', 'dari', 'kopken', 'aja', 'wkwk', 'point', 'famima', 'enak', 'tapi', 'famima', 'suka', 'ga', 'konsisten', 'rasanya', 'kl', 'beda', 'outlet', 'tomoro', 'caramel', 'macchiatonya', 'bezzztt']"
04/2024,"01. Kopi kenangan my favsss! semua menu kopinya gaada yang gagal <3 02. Fore, enak bgtbgt tapi harganya lbh pricey dari kopken aja wkwk 03. Point, famima – enak!! tapi famima suka ga konsisten rasanya kl beda outlet 04. Tomoro – caramel macchiatonya bezzztt <3","['kopi', 'kenangan', 'favsss', 'semua', 'menu', 'kopinya', 'gaada', 'yang', 'gagal', 'fore', 'enak', 'bgtbgt', 'tapi', 'harganya', 'lbh', 'pricey', 'dari', 'kopken', 'aja', 'wkwk', 'point', 'famima', 'enak', 'tapi', 'famima', 'suka', 'ga', 'konsisten', 'rasanya', 'kl', 'beda', 'outlet', 'tomoro', 'caramel', 'macchiatonya', 'bezzztt']"
04/2024,fore (butterscotch all the time); janji jiwa (kopi susu sahabat) duuuuuh,"['fore', 'butterscotch', 'time', 'janji', 'jiwa', 'kopi', 'susu', 'sahabat', 'duuuuuh']"
04/2024,1. Fore 2. Tomoro 3. Lawson (apa tdk adaa..) 4. Point Huhu versi ku,"['fore', 'tomoro', 'lawson', 'apa', 'tdk', 'adaa', 'point', 'huhu', 'versi', 'ku']"
04/2024,"1. Tuku, calf, tomoro 2. Famima, janjiw, kopken, nako 3. Selain itu Fore sama % arabica blm nyoba soalnya","['tuku', 'calf', 'tomoro', 'famima', 'janjiw', 'kopken', 'nako', 'selain', 'itu', 'fore', 'sama', 'arabica', 'blm', 'nyoba', 'soalnya']"
04/2024,"1. Fore (Cafe Malt / Butterscotch Sea Salt, shot +1, less sweet) 2. Point (Caramel Macchiato, shot +1, less sweet) 3. Tuku (di Mdn alternatifnya Tamoe yang lebih kelat dibanding Tuku) 4. KopKen (Mantan, wajib shot +1 Jawara beans & jumbo) Yang lain gak masuk karena gak cocok.","['fore', 'cafe', 'malt', 'butterscotch', 'sea', 'salt', 'shoot', 'sweet', 'point', 'caramel', 'macchiato', 'shoot', 'sweet', 'tuku', 'di', 'mdn', 'alternatifnya', 'tamoe', 'yang', 'lebih', 'kelat', 'dibanding', 'tuku', 'kopken', 'mantan', 'wajib', 'shot', 'jawara', 'bean', 'jumbo', 'yang', 'lain', 'gak', 'masuk', 'karena', 'gak', 'cocok']"
04/2024,"Kulo, point, kopi kenangan, janji jiwa.. Baru segitu yg di coba","['kulo', 'point', 'kopi', 'kenangan', 'janji', 'jiwa', 'baru', 'segitu', 'yg', 'di', 'coba']"
04/2024,fore sama tuku udah nggak bisa didebat,"['fore', 'sama', 'tuku', 'udah', 'nggak', 'bisa', 'didebat']"
04/2024,Kopi tuku still dabezzzz next is fore,"['kopi', 'tuku', 'dabezzzz', 'fore']"
04/2024,"Aku suka matcha nya point coffee sih, kalo americano aku belum pernah coba dari yg di atas","['aku', 'suka', 'matcha', 'nya', 'point', 'coffee', 'sih', 'kalo', 'americano', 'aku', 'belum', 'pernah', 'coba', 'dari', 'yg', 'di', 'ata']"
04/2024,Fore sama kulo tuh matcha nya enakkkkkk walaupun gak minta less sugar udah enak matcha nya berasa.,"['fore', 'sama', 'kulo', 'tuh', 'matcha', 'nya', 'enakkkkkk', 'walaupun', 'gak', 'minta', 'sugar', 'udah', 'enak', 'matcha', 'nya', 'berasa']"
04/2024,Fore gk ada yang gk enak,"['fore', 'gk', 'ada', 'yang', 'gk', 'enak']"
04/2024,"Fore butterscotch sea salt dan point yg caramel macchiato, cuman kalo akhir bulan biasanya kopi liong jg udah enak bgt sih","['fore', 'butterscotch', 'sea', 'salt', 'dan', 'point', 'yg', 'caramel', 'macchiato', 'cuman', 'kalo', 'akhir', 'bulan', 'biasanya', 'kopi', 'liong', 'jg', 'udah', 'enak', 'bgt', 'sih']"
04/2024,"Kalo suka yg strong, ya janji jiwa paling mantep. Tapi rasa kopinya point sama fore enak juga","['kalo', 'suka', 'yg', 'strong', 'ya', 'janji', 'jiwa', 'pale', 'mantep', 'tapi', 'rasa', 'kopinya', 'point', 'sama', 'fore', 'enak', 'juga']"
04/2024,"Yg paling enak jelas %arabica tp gabsa disandingin kaya tuku, point, fore dll","['yg', 'pale', 'enak', 'jelas', 'arabica', 'tp', 'gabsa', 'disandingin', 'kaya', 'tuku', 'point', 'fore', 'dll']"
04/2024,Fore - tuku - pointcoffee - sisanya tergantung mood,"['fore', 'tuku', 'pointcoffee', 'sisanya', 'tergantung', 'mood']"
04/2024,"Kenangan, janji jiwa, nako, fore enak sii. Tapi nako udh prnh bikin sy ga tidur smpe jam 3 pagi","['kenangan', 'janji', 'jiwa', 'nako', 'fore', 'enak', 'sii', 'tapi', 'nako', 'udh', 'prnh', 'bikin', 'sy', 'ga', 'tidur', 'smpe', 'jam', 'pagi']"
04/2024,"1. tuku (tetangga) 2. fore (praline, butterscotch sea salt) 3. arabica (kyoto, tapi harganya tidak baik) 4. famima (sekalian beli chicken buldak, corndog dll)","['tuku', 'tetangga', 'fore', 'praline', 'butterscotch', 'sea', 'salt', 'arabica', 'kyoto', 'tapi', 'harganya', 'tidak', 'baik', 'famima', 'sekalian', 'beli', 'chicken', 'buldak', 'corndog', 'dll']"
04/2024,"di dom ku ga banyak nemu kopi yang aku suka, dah sering cobain cafe², sejauh ini paling suka point coffee & maxx coffee untuk strong, fore & konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet, belum pernah beli di cafenya wkkw","['di', 'dom', 'ku', 'ga', 'banyak', 'nemu', 'kopi', 'yang', 'aku', 'suka', 'dah', 'sere', 'cobain', 'sejauh', 'ini', 'pale', 'suka', 'point', 'coffee', 'maxx', 'coffee', 'untuk', 'strong', 'fore', 'konnichiwa', 'buat', 'yang', 'mild', 'excelso', 'tentu', 'sj', 'enakkk', 'tapi', 'sejauh', 'ini', 'beli', 'versi', 'sachet', 'belum', 'pernah', 'beli', 'di', 'cafenya', 'wkkw']"
04/2024,"di dom ku ga banyak nemu kopi yang aku suka, dah sering cobain cafe², sejauh ini paling suka point coffee & maxx coffee untuk strong, fore & konnichiwa buat yang mild excelso tentu sj enakkk tapi sejauh ini beli versi sachet, belum pernah beli di cafenya wkkw","['di', 'dom', 'ku', 'ga', 'banyak', 'nemu', 'kopi', 'yang', 'aku', 'suka', 'dah', 'sere', 'cobain', 'sejauh', 'ini', 'pale', 'suka', 'point', 'coffee', 'maxx', 'coffee', 'untuk', 'strong', 'fore', 'konnichiwa', 'buat', 'yang', 'mild', 'excelso', 'tentu', 'sj', 'enakkk', 'tapi', 'sejauh', 'ini', 'beli', 'versi', 'sachet', 'belum', 'pernah', 'beli', 'di', 'cafenya', 'wkkw']"
04/2024,1. Fore 2. Kopken 3. Point 4. Janjiwa Baru nyoba 4 itu sih sisanya belom pernah..,"['fore', 'kopken', 'point', 'janjiwa', 'baru', 'nyoba', 'itu', 'sih', 'sisanya', 'belom', 'pernah']"
04/2024,Fore sama point oke sih,"['fore', 'sama', 'point', 'oke', 'sih']"
04/2024,"cuma pernah nyobain point, kopi kenangan, sama janji jiwa aja. dari ketiga itu aku paling suka point","['cuma', 'pernah', 'nyobain', 'point', 'kopi', 'kenangan', 'sama', 'janji', 'jiwa', 'aja', 'dari', 'ketiga', 'itu', 'aku', 'pale', 'suka', 'point']"
04/2024,"Klo pgn yg susu bgt tuku, kl pgn yg ringan susu nya famimart. Fore kyk gooday skali aja belinya dah mahal g ada aroma"" kopi nya gt","['klo', 'pgn', 'yg', 'susu', 'bgt', 'tuku', 'kl', 'pgn', 'yg', 'ringan', 'susu', 'nya', 'famimart', 'fore', 'kyk', 'gooday', 'skali', 'aja', 'belinya', 'dah', 'mahal', 'g', 'ada', 'aroma', 'kopi', 'nya', 'gt']"
04/2024,"baru nyoba matcha yang jajaran atas, menurtku matcha paling enak punya fore","['baru', 'nyoba', 'matcha', 'yang', 'jajaran', 'atas', 'menurtku', 'matcha', 'pale', 'enak', 'punya', 'fore']"
04/2024,aku bukan anak kopi tp sejauh ini suka fore siih,"['aku', 'bukan', 'anak', 'kopi', 'tp', 'sejauh', 'ini', 'suka', 'fore', 'siih']"
04/2024,fore enaaaak bgt tp harganya mayan,"['fore', 'enaaaak', 'bgt', 'tp', 'harganya', 'mayan']"
04/2024,"1. Tuku (Kopsu Tetangga) 2. Fore (butterscotch & irish latte) 3. Kopken (kenangan mantan, matchanya enak pol) 4. Janjiw (Kopi soklat) semuanya harus less sugar / half sugar tp tuku gaada di jogja:(","['tuku', 'kopsu', 'tetangga', 'fore', 'butterscotch', 'irish', 'latte', 'kopken', 'kenangan', 'mantan', 'matchanya', 'enak', 'pol', 'janjiw', 'kopi', 'soklat', 'semuanya', 'harus', 'sugar', 'half', 'sugar', 'tp', 'tuku', 'gaada', 'di', 'jogja']"
04/2024,Kalo berdasarkan brand yg ada di foto ini sih 1. Tuku (kopi susu tetangga) 2. Arabica (Kyoto latte) 3. Fore (double shaken ice latte),"['kalo', 'berdasarkan', 'brand', 'yg', 'ada', 'di', 'foto', 'ini', 'sih', 'tuku', 'kopi', 'susu', 'tetangga', 'arabica', 'kyoto', 'latte', 'fore', 'double', 'shake', 'ice', 'latte']"
04/2024,1. % Arabica - Ice Spanish Latte 2. Fore - Berry Manuka Americano 3. Tuku - Es Kopi Susu Tetangga 4. Dibawah Tangga - Kopi Susu Kampung 5. Kopi Soe - Es Kopi Roem,"['arabica', 'ice', 'spanish', 'latte', 'fore', 'berry', 'manuka', 'americano', 'tuku', 'es', 'kopi', 'susu', 'tetangga', 'dibawah', 'tangga', 'kopi', 'susu', 'kampung', 'kopi', 'soe', 'es', 'kopi', 'roem']"
04/2024,"Kopken tuh enak strong kopinya kerasa, tapi juga lembut gitu ga keras, soalnya yg lain kadang bikin sesek, cocok2an si. Kemaren sempet tomoro juga lumayan deh nyaman minumnya","['kopken', 'tuh', 'enak', 'strong', 'kopinya', 'kerasa', 'tapi', 'juga', 'lembut', 'gitu', 'ga', 'keras', 'soalnya', 'yg', 'lain', 'kadang', 'bikin', 'sesek', 'si', 'kemaren', 'sempet', 'tomoro', 'juga', 'lumayan', 'deh', 'nyaman', 'minumnya']"
04/2024,"Fore (butterscotch sea salt latte, coconut latte) kopken (kopken mantan less sugar) point coffe (kopi nya enak tp lupa variant nya + matcha latte nya juara)","['fore', 'butterscotch', 'sea', 'salt', 'latte', 'coconut', 'latte', 'kopken', 'kopken', 'mantan', 'sugar', 'point', 'coffe', 'kopi', 'nya', 'enak', 'tp', 'lupa', 'variant', 'nya', 'matcha', 'latte', 'nya', 'juara']"
04/2024,"1. Merk apa aja, yang pasti: Flat white atau Piccolo, espresso nya 2 2. Fore: Irish Latte & Butterscoth Sea Salt Latte","['merk', 'apa', 'aja', 'yang', 'pasti', 'flat', 'white', 'atau', 'piccolo', 'espresso', 'nya', 'fore', 'irish', 'latte', 'butterscoth', 'sea', 'salt', 'latte']"
04/2024,1. Point 2. Janji jiwa 3. Fore,"['point', 'janji', 'jiwa', 'fore']"
04/2024,fore & tuku udh paling besssssssst,"['fore', 'tuku', 'udh', 'pale', 'besssssssst']"
04/2024,Fore esspresonya mantab,"['fore', 'esspresonya', 'mantab']"
04/2024,"Fore enak banget, apalagi karna ada org yg suka ngasih itu hehehe","['fore', 'enak', 'banget', 'apalagi', 'karna', 'ada', 'org', 'yg', 'suka', 'ngasih', 'itu', 'hehehe']"
04/2024,fore sama point untuk diriku yg gakuat strong,"['fore', 'sama', 'point', 'untuk', 'diriku', 'yg', 'gakuat', 'strong']"
04/2024,"Arabica doang yg masih best dilidah gue untuk saat ini, beberapa bulan lalu pernah nyoba tomoro sempet bisa ngalahin dan harganya amat sangat murah buat gue, cuma kok kemanisan","['arabica', 'doang', 'yg', 'masih', 'good', 'dilidah', 'gue', 'untuk', 'saat', 'ini', 'beberapa', 'bulan', 'lalu', 'pernah', 'nyoba', 'tomoro', 'sempet', 'bisa', 'ngalahin', 'dan', 'harganya', 'amat', 'sangat', 'murah', 'buat', 'gue', 'cuma', 'kok', 'kemanisan']"
04/2024,fore woi enak banget,"['fore', 'woi', 'enak', 'banget']"
04/2024,kemarin baru nyoba fore trnyataa enakkk tp lupa barian apa soalnya dibeliin xixixi,"['kemarin', 'baru', 'nyoba', 'fore', 'trnyataa', 'enakkk', 'tp', 'lupa', 'barian', 'apa', 'soalnya', 'dibeliin', 'xixixi']"
04/2024,Kopi kenangan & point,"['kopi', 'kenangan', 'point']"
04/2024,Fore point dan tuku,"['fore', 'point', 'dan', 'tuku']"
04/2024,kopi kenangan always,"['kopi', 'kenangan']"
04/2024,"Fore, point, kopi soe","['fore', 'point', 'kopi', 'soe']"
04/2024,"Fore, point, kopken yang paling cocok di gua","['fore', 'point', 'kopken', 'yang', 'pale', 'cocok', 'di', 'gua']"
04/2024,Kopi kenangan sm point 11 12 sih. Oke buat di repeat order,"['kopi', 'kenangan', 'sm', 'point', 'sih', 'oke', 'buat', 'di', 'repeat', 'order']"
04/2024,fore enak bgt! tapi boncos aing kl fore mulu,"['fore', 'enak', 'bgt', 'tapi', 'boncos', 'ae', 'kl', 'fore', 'mulu']"
04/2024,"Fore, kulo . Sebetulnya ada satu lagi sih tapi cuman di bogor yaitu popolo. Enak banget","['fore', 'kulo', 'sebetulnya', 'ada', 'satu', 'lagi', 'sih', 'tapi', 'cuman', 'di', 'bogor', 'yaitu', 'popolo', 'enak', 'banget']"
04/2024,kopken (juwara beans) tuku fore (enak dia gurih) janjiw . . . . . . . . . . . . . kopi abc susu . . . . . . tomoro,"['kopken', 'juwara', 'bean', 'tuku', 'fore', 'enak', 'dia', 'gurih', 'janjiw', 'kopi', 'abc', 'susu', 'tomoro']"
04/2024,"Gatau kenapa cinta bgt sama tomoro pokoknya yg kopi bgt, kya americano nya juga enak","['gatau', 'kenapa', 'cinta', 'bgt', 'sama', 'tomoro', 'pokoknya', 'yg', 'kopi', 'bgt', 'kya', 'americano', 'nya', 'juga', 'enak']"
04/2024,Fore sama kopi jaya,"['fore', 'sama', 'kopi', 'jaya']"
04/2024,"1. Point Coffee (kopi pandan) 2. & Tapi kalo favorite gua kopi caramel di Orso cuma ada di Balikpapan coffee shopnya. Kopi caramel nya beda dari yang lain. Blm ada yg bisa menandingi, semenjak kenal kopi itu ga pernah lagi beli kopi rasa caramel. Demi allah enak banget tu kopi","['point', 'coffee', 'kopi', 'pandan', 'tapi', 'kalo', 'favorite', 'gua', 'kopi', 'caramel', 'di', 'orso', 'cuma', 'ada', 'di', 'balikpapan', 'coffee', 'shopnya', 'kopi', 'caramel', 'nya', 'beda', 'dari', 'yang', 'lain', 'blm', 'ada', 'yg', 'bisa', 'menandingi', 'semenjak', 'kenal', 'kopi', 'itu', 'ga', 'pernah', 'lagi', 'beli', 'kopi', 'rasa', 'caramel', 'demi', 'allah', 'enak', 'banget', 'tu', 'kopi']"
04/2024,yang pernah ku cobain cuma janji jiwa sama kopi kenangan,"['yang', 'pernah', 'ku', 'cobain', 'cuma', 'janji', 'jiwa', 'sama', 'kopi', 'kenangan']"
04/2024,"Belum ketemu tuku enaknya dimana, fore butterscotch sea salt itu kopi terenak yg pernah masuk lidah gw","['belum', 'ketemu', 'tuku', 'enaknya', 'dimana', 'fore', 'butterscotch', 'sea', 'salt', 'itu', 'kopi', 'terenak', 'yg', 'pernah', 'masuk', 'lidah', 'gw']"
04/2024,"1. Tuku!!! ( belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue ) 2. Fore butterscotch latte ( ekstra sea salt cream, less ice) enakk bgt tapi kalorinya gausah dipikirin 3. point coffee ( menu apa aja enak di point, sering promo, sering diskon)","['tuku', 'belum', 'nemu', 'kopi', 'susu', 'gula', 'aren', 'yg', 'lebih', 'enak', 'dari', 'tuku', 'versi', 'gue', 'fore', 'butterscotch', 'latte', 'ekstra', 'sea', 'salt', 'cream', 'ice', 'enakk', 'bgt', 'tapi', 'kalorinya', 'gausah', 'dipikirin', 'point', 'coffee', 'menu', 'apa', 'aja', 'enak', 'di', 'point', 'sere', 'promo', 'sere', 'diskon']"
04/2024,"1. Tuku!!! ( belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue ) 2. Fore butterscotch latte ( ekstra sea salt cream, less ice) enakk bgt tapi kalorinya gausah dipikirin 3. point coffee ( menu apa aja enak di point, sering promo, sering diskon)","['tuku', 'belum', 'nemu', 'kopi', 'susu', 'gula', 'aren', 'yg', 'lebih', 'enak', 'dari', 'tuku', 'versi', 'gue', 'fore', 'butterscotch', 'latte', 'ekstra', 'sea', 'salt', 'cream', 'ice', 'enakk', 'bgt', 'tapi', 'kalorinya', 'gausah', 'dipikirin', 'point', 'coffee', 'menu', 'apa', 'aja', 'enak', 'di', 'point', 'sere', 'promo', 'sere', 'diskon']"
04/2024,"Kopi Nako, Fore, Tuku","['kopi', 'nako', 'fore', 'tuku']"
04/2024,"cuma kopken dan fore, klo yg lokal di palembang ada kopi agam itu enak bgtttt","['cuma', 'kopken', 'dan', 'fore', 'klo', 'yg', 'lokal', 'di', 'palembang', 'ada', 'kopi', 'agam', 'itu', 'enak', 'bgtttt']"
04/2024,"Calf, tuku, fore & FM itu bestt","['calf', 'tuku', 'fore', 'fm', 'itu', 'bestt']"
04/2024,kopken sm point sih kalo pengen yg gurih-gurih baru tuku trus kalo pengen yg biasa aja yg penting kopi itu ksk janji jiwa kalo promo 9rb tomoro kalo diskon dan deket dari rumah hehehehe,"['kopken', 'sm', 'point', 'sih', 'kalo', 'pengen', 'yg', 'gurih', 'gurih', 'baru', 'tuku', 'trus', 'kalo', 'pengen', 'yg', 'biasa', 'aja', 'yg', 'pente', 'kopi', 'itu', 'ksk', 'janji', 'jiwa', 'kalo', 'promo', 'tomoro', 'kalo', 'diskon', 'dan', 'deket', 'dari', 'rumah', 'hehehehe']"
04/2024,"Yg % belum pernah nyobain karena belum nemu outletnya.. Kalo versi aku urutannya teratas gini 1. Point Coffee 2. KSK Fami Cafe 3. TUKU/JANJIW (Beda outlet beda rasa, inkonsisten)","['yg', 'belum', 'pernah', 'nyobain', 'karena', 'belum', 'nemu', 'outletnya', 'kalo', 'versi', 'aku', 'urutannya', 'teratas', 'gini', 'point', 'coffee', 'ksk', 'fami', 'cafe', 'tuku', 'janjiw', 'beda', 'outlet', 'beda', 'rasa', 'inkonsisten']"
04/2024,1. Tomoro 2. Fore 3. Point Dah itu cukup,"['tomoro', 'fore', 'point', 'dah', 'itu', 'cukup']"
04/2024,fore sama tomoro masi jd kaporit w si,"['fore', 'sama', 'tomoro', 'masi', 'jd', 'kaporit', 'w', 'si']"
04/2024,Ihhh kopi kenangan Ama point' juga enak,"['ihhh', 'kopi', 'kenangan', 'ama', 'point', 'juga', 'enak']"
04/2024,"dua kecintaanku, nomor satunya tetep tomoro","['dua', 'kecintaanku', 'nomor', 'satunya', 'tetep', 'tomoro']"
04/2024,Anomali-arabica-tuku-fore-tomoro-point,"['anomali', 'arabica', 'tuku', 'fore', 'tomoro', 'point']"
04/2024,Fore Point Janjiw Tomoro,"['fore', 'point', 'janjiw', 'tomoro']"
